Date,Open,High,Low,Close,Change%,Volume,Adj Close,Market
2016-08-22,108.860001,109.099998,107.849998,108.510002,-0.349998999999997,25820200,107.955733,Low
2016-08-19,108.769997,109.690002,108.360001,109.360001,0.590003999999993,25368100,108.80139,High
2016-08-18,109.230003,109.599998,109.019997,109.080002,-0.150001000000003,21984700,108.522821,Low
2016-08-17,109.099998,109.370003,108.339996,109.220001,0.120002999999997,25356000,108.662106,High
2016-08-16,109.629997,110.230003,109.209999,109.379997,-0.25,33794400,108.821284,Low
2016-08-15,108.139999,109.540001,108.080002,109.480003,1.34000399999999,25868200,108.92078,High
2016-08-12,107.779999,108.440002,107.779999,108.18,0.400001000000003,18660400,107.627417,High
2016-08-11,108.519997,108.93,107.849998,107.93,-0.589996999999997,27484500,107.378694,Low
2016-08-10,108.709999,108.900002,107.760002,108,-0.709998999999996,24008500,107.448336,Low
2016-08-09,108.230003,108.940002,108.010002,108.809998,0.579994999999997,26315200,108.254196,High
2016-08-08,107.519997,108.370003,107.160004,108.370003,0.850005999999993,28037200,107.816449,High
2016-08-05,106.269997,107.650002,106.18,107.480003,1.21000599999999,40553400,106.930996,High
2016-08-04,105.580002,106,105.279999,105.870003,0.290001000000004,27408700,105.329219,High
2016-08-03,104.809998,105.839996,104.769997,105.790001,0.980003000000011,30202600,104.68254,High
2016-08-02,106.050003,106.07,104,104.480003,-1.57000000000001,33816600,103.386256,Low
2016-08-01,104.410004,106.150002,104.410004,106.050003,1.639999,38167900,104.93982,High
2016-07-29,104.190002,104.550003,103.68,104.209999,0.0199969999999894,27733700,103.119078,High
2016-07-28,102.830002,104.449997,102.82,104.339996,1.50999400000001,39869800,103.247715,High
2016-07-27,104.269997,104.349998,102.75,102.949997,-1.32000000000001,92344800,101.872267,Low
2016-07-26,96.82,97.970001,96.419998,96.669998,-0.150001999999986,56239800,95.65801,Low
2016-07-25,98.25,98.839996,96.919998,97.339996,-0.910004000000001,40382900,96.320994,Low
2016-07-22,99.260002,99.300003,98.309998,98.660004,-0.599997999999999,28313700,97.627183,Low
2016-07-21,99.830002,101,99.129997,99.43,-0.400001999999986,32702000,98.389119,Low
2016-07-20,100,100.459999,99.739998,99.959999,-0.0400010000000037,26276000,98.91357,Low
2016-07-19,99.559998,100,99.339996,99.870003,0.310005000000004,23779900,98.824515,High
2016-07-18,98.699997,100.129997,98.599998,99.830002,1.130005,36493900,98.784933,High
2016-07-15,98.919998,99.300003,98.5,98.779999,-0.139999000000003,30137000,97.745922,Low
2016-07-14,97.389999,98.989998,97.32,98.790001,1.400002,38919000,97.755819,High
2016-07-13,97.410004,97.669998,96.839996,96.870003,-0.540001000000004,25892200,95.855921,Low
2016-07-12,97.169998,97.699997,97.120003,97.419998,0.25,24167500,96.400159,High
2016-07-11,96.75,97.650002,96.730003,96.980003,0.230002999999996,23794900,95.96477,High
2016-07-08,96.489998,96.889999,96.050003,96.68,0.190002000000007,28912100,95.667907,High
2016-07-07,95.699997,96.5,95.620003,95.940002,0.240005000000011,25139600,94.935656,High
2016-07-06,94.599998,95.660004,94.370003,95.529999,0.930001000000004,30949100,94.529945,High
2016-07-05,95.389999,95.400002,94.459999,94.989998,-0.400001000000003,27705200,93.995597,Low
2016-07-01,95.489998,96.470001,95.330002,95.889999,0.400001000000003,26026500,94.886177,High
2016-06-30,94.440002,95.769997,94.300003,95.599998,1.15999599999999,35836400,94.599212,High
2016-06-29,93.970001,94.550003,93.629997,94.400002,0.430001000000004,36531000,93.411777,High
2016-06-28,92.900002,93.660004,92.139999,93.589996,0.689993999999999,40444900,92.610251,High
2016-06-27,93,93.050003,91.5,92.040001,-0.959998999999996,45489600,91.076482,Low
2016-06-24,92.910004,94.660004,92.650002,93.400002,0.489998,75311400,92.422245,High
2016-06-23,95.940002,96.290001,95.25,96.099998,0.159995999999992,32240200,95.093977,High
2016-06-22,96.25,96.889999,95.349998,95.550003,-0.699996999999996,29219100,94.549739,Low
2016-06-21,94.940002,96.349998,94.68,95.910004,0.970001999999994,35546400,94.905971,High
2016-06-20,96,96.57,95.029999,95.099998,-0.900002000000001,34411900,94.104446,Low
2016-06-17,96.620003,96.650002,95.300003,95.330002,-1.290001,61008200,94.332041,Low
2016-06-16,96.449997,97.75,96.07,97.550003,1.10000600000001,31326800,96.528803,High
2016-06-15,97.82,98.410004,97.029999,97.139999,-0.68000099999999,29445200,96.123091,Low
2016-06-14,97.32,98.480003,96.75,97.459999,0.139999000000003,31931900,96.439741,High
2016-06-13,98.690002,99.120003,97.099998,97.339996,-1.35000600000001,38020500,96.320994,Low
2016-06-10,98.529999,99.349998,98.480003,98.830002,0.30000299999999,31712900,97.795402,High
2016-06-09,98.5,99.989998,98.459999,99.650002,1.150002,26601400,98.606817,High
2016-06-08,99.019997,99.559998,98.68,98.940002,-0.0799949999999967,20848100,97.904251,Low
2016-06-07,99.25,99.870003,98.959999,99.029999,-0.220000999999996,22409500,97.993305,Low
2016-06-06,97.989998,101.889999,97.550003,98.629997,0.639999000000003,23292500,97.597491,High
2016-06-03,97.790001,98.269997,97.449997,97.919998,0.129997000000003,28062900,96.894924,High
2016-06-02,97.599998,97.839996,96.629997,97.720001,0.120002999999997,40191600,96.697021,High
2016-06-01,99.019997,99.540001,98.330002,98.459999,-0.559998000000007,29173300,97.429272,Low
2016-05-31,99.599998,100.400002,98.82,99.860001,0.260002999999998,42307200,98.814618,High
2016-05-27,99.440002,100.470001,99.25,100.349998,0.909995999999992,36229500,99.299486,High
2016-05-26,99.68,100.730003,98.639999,100.410004,0.730003999999994,56331200,99.358863,High
2016-05-25,98.669998,99.739998,98.110001,99.620003,0.95000499999999,38168800,98.577132,High
2016-05-24,97.220001,98.089996,96.839996,97.900002,0.680001000000004,35140200,96.875137,High
2016-05-23,95.870003,97.190002,95.669998,96.43,0.55999700000001,38018600,95.420524,High
2016-05-20,94.639999,95.43,94.519997,95.220001,0.580001999999993,32026000,94.223192,High
2016-05-19,94.639999,94.639999,93.57,94.199997,-0.440002000000007,30442100,93.213866,Low
2016-05-18,94.160004,95.209999,93.889999,94.559998,0.399993999999992,42062400,93.570098,High
2016-05-17,94.550003,94.699997,93.010002,93.489998,-1.060005,46916900,92.511299,Low
2016-05-16,92.389999,94.389999,91.650002,93.879997,1.489998,61259800,92.897216,High
2016-05-13,90,91.669998,90,90.519997,0.519997000000004,44392800,89.57239,High
2016-05-12,92.720001,92.779999,89.470001,90.339996,-2.380005,76314700,89.394274,Low
2016-05-11,93.480003,93.57,92.459999,92.510002,-0.970000999999996,28719100,91.541563,Low
2016-05-10,93.330002,93.57,92.110001,93.419998,0.0899960000000135,33686800,92.442033,High
2016-05-09,93,93.769997,92.589996,92.790001,-0.209998999999996,32936400,91.81863,Low
2016-05-06,93.370003,93.449997,91.849998,92.720001,-0.650002000000001,43458200,91.749363,Low
2016-05-05,94,94.07,92.68,93.239998,-0.760002,35890500,92.263917,Low
2016-05-04,95.199997,95.900002,93.82,94.190002,-1.00999499999999,41025500,92.639944,Low
2016-05-03,94.199997,95.739998,93.68,95.18,0.980003000000011,56831300,93.613649,High
2016-05-02,93.970001,94.080002,92.400002,93.639999,-0.330001999999993,48160100,92.098992,Low
2016-04-29,93.989998,94.720001,92.510002,93.739998,-0.25,68531500,92.197345,Low
2016-04-28,97.610001,97.879997,94.25,94.830002,-2.779999,82242700,93.269411,Low
2016-04-27,96,98.709999,95.68,97.82,1.81999999999999,114602100,96.210203,High
2016-04-26,103.910004,105.300003,103.910004,104.349998,0.439993999999999,56016200,102.632739,High
2016-04-25,105,105.650002,104.510002,105.080002,0.0800019999999932,28031600,103.350729,High
2016-04-22,105.010002,106.480003,104.620003,105.68,0.669998000000007,33683100,103.940854,High
2016-04-21,106.93,106.93,105.519997,105.970001,-0.95999900000001,31552500,104.226082,Low
2016-04-20,106.639999,108.089996,106.059998,107.129997,0.489998,30611000,105.366989,High
2016-04-19,107.879997,108,106.230003,106.910004,-0.969993000000002,32384900,105.150615,Low
2016-04-18,108.889999,108.949997,106.940002,107.480003,-1.40999600000001,60834000,105.711235,Low
2016-04-15,112.110001,112.300003,109.730003,109.849998,-2.260003,46939000,108.042227,Low
2016-04-14,111.620003,112.389999,111.330002,112.099998,0.479995000000002,25473900,110.2552,High
2016-04-13,110.800003,112.339996,110.800003,112.040001,1.239998,33257300,110.19619,High
2016-04-12,109.339996,110.5,108.660004,110.440002,1.10000600000001,27232300,108.622522,High
2016-04-11,108.970001,110.610001,108.830002,109.019997,0.0499960000000073,29407500,107.225885,High
2016-04-08,108.910004,109.769997,108.169998,108.660004,-0.25,23581700,106.871816,Low
2016-04-07,109.949997,110.419998,108.120003,108.540001,-1.40999599999999,31801900,106.753788,Low
2016-04-06,110.230003,110.980003,109.199997,110.959999,0.729996,26404100,109.133961,High
2016-04-05,109.510002,110.730003,109.419998,109.809998,0.299995999999993,26578700,108.002885,High
2016-04-04,110.419998,112.190002,110.269997,111.120003,0.70000499999999,37356200,109.291332,High
2016-04-01,108.779999,110,108.199997,109.989998,1.209999,25874000,108.179923,High
2016-03-31,109.720001,109.900002,108.879997,108.989998,-0.730002999999996,25888400,107.19638,Low
2016-03-30,108.650002,110.419998,108.599998,109.559998,0.909995999999992,45601100,107.756999,High
2016-03-29,104.889999,107.790001,104.879997,107.68,2.790001,31190100,105.90794,High
2016-03-28,106,106.190002,105.059998,105.190002,-0.809997999999993,19411400,103.45892,Low
2016-03-24,105.470001,106.25,104.889999,105.669998,0.19999700000001,26133000,103.931016,High
2016-03-23,106.480003,107.07,105.900002,106.129997,-0.350005999999993,25703500,104.383445,Low
2016-03-22,105.25,107.290001,105.209999,106.720001,1.470001,32444400,104.96374,High
2016-03-21,105.93,107.650002,105.139999,105.910004,-0.0199960000000061,35502700,104.167072,Low
2016-03-18,106.339996,106.5,105.190002,105.919998,-0.419997999999993,44205200,104.176902,Low
2016-03-17,105.519997,106.470001,104.959999,105.800003,0.280006,34420700,104.058882,High
2016-03-16,104.610001,106.309998,104.589996,105.970001,1.36,38303500,104.226082,High
2016-03-15,103.959999,105.18,103.849998,104.580002,0.620002999999997,40067700,102.858958,High
2016-03-14,101.910004,102.910004,101.779999,102.519997,0.609993000000003,25076100,100.832853,High
2016-03-11,102.239998,102.279999,101.5,102.260002,0.0200040000000001,27408200,100.577138,High
2016-03-10,101.410004,102.239998,100.150002,101.169998,-0.240005999999994,33513600,99.505072,Low
2016-03-09,101.309998,101.580002,100.269997,101.120003,-0.189994999999996,27201700,99.455899,Low
2016-03-08,100.779999,101.760002,100.400002,101.029999,0.25,31561900,99.367376,High
2016-03-07,102.389999,102.830002,100.959999,101.870003,-0.519996000000006,35828900,100.193556,Low
2016-03-04,102.370003,103.75,101.370003,103.010002,0.639999000000003,46055100,101.314795,High
2016-03-03,100.580002,101.709999,100.449997,101.5,0.919998000000007,36955700,99.829643,High
2016-03-02,100.510002,100.889999,99.639999,100.75,0.239998,33169600,99.091985,High
2016-03-01,97.650002,100.769997,97.419998,100.529999,2.879997,50407100,98.875604,High
2016-02-29,96.860001,98.230003,96.650002,96.690002,-0.16999899999999,35216300,95.098802,Low
2016-02-26,97.199997,98.019997,96.580002,96.910004,-0.289992999999996,28991100,95.315183,Low
2016-02-25,96.050003,96.760002,95.25,96.760002,0.709998999999996,27582700,95.16765,High
2016-02-24,93.980003,96.379997,93.32,96.099998,2.119995,36255700,94.518507,High
2016-02-23,96.400002,96.5,94.550003,94.690002,-1.70999999999999,31942600,93.131715,Low
2016-02-22,96.309998,96.900002,95.919998,96.879997,0.56999900000001,34280800,95.28567,High
2016-02-19,96,96.760002,95.800003,96.040001,0.0400010000000037,35374200,94.459497,High
2016-02-18,98.839996,98.889999,96.089996,96.260002,-2.579994,39021000,94.675878,Low
2016-02-17,96.669998,98.209999,96.150002,98.120003,1.45000499999999,44863200,96.505269,High
2016-02-16,95.019997,96.849998,94.610001,96.639999,1.620002,49057900,95.049622,High
2016-02-12,94.190002,94.5,93.010002,93.989998,-0.200004000000007,40351400,92.44323,Low
2016-02-11,93.790001,94.720001,92.589996,93.699997,-0.0900040000000075,50074700,92.158002,Low
2016-02-10,95.919998,96.349998,94.099998,94.269997,-1.650001,42343600,92.718621,Low
2016-02-09,94.290001,95.940002,93.93,94.989998,0.699996999999996,44331200,93.426774,High
2016-02-08,93.129997,95.699997,93.040001,95.010002,1.880005,54021400,93.446449,High
2016-02-05,96.519997,96.919998,93.690002,94.019997,-2.5,46418100,92.472736,Low
2016-02-04,95.860001,97.330002,95.190002,96.599998,0.739997000000002,46471700,95.010279,High
2016-02-03,95,96.839996,94.080002,96.349998,1.349998,45964300,94.252947,High
2016-02-02,95.419998,96.040001,94.279999,94.480003,-0.93999500000001,37357200,92.423652,Low
2016-02-01,96.470001,96.709999,95.400002,96.43,-0.0400009999999895,40943500,94.331208,Low
2016-01-29,94.790001,97.339996,94.349998,97.339996,2.549995,64416500,95.221398,High
2016-01-28,93.790001,94.519997,92.389999,94.089996,0.299994999999996,55678800,92.042134,High
2016-01-27,96.040001,96.629997,93.339996,93.419998,-2.620003,133369700,91.386718,Low
2016-01-26,99.93,100.879997,98.07,99.989998,0.0599979999999931,75077000,97.813722,High
2016-01-25,101.519997,101.529999,99.209999,99.440002,-2.079995,51794500,97.275697,Low
2016-01-22,98.629997,101.459999,98.370003,101.419998,2.790001,65800500,99.212599,High
2016-01-21,97.059998,97.879997,94.940002,96.300003,-0.759994999999989,52161500,94.20404,Low
2016-01-20,95.099998,98.190002,93.419998,96.790001,1.690003,72334400,94.683373,High
2016-01-19,98.410004,98.650002,95.5,96.660004,-1.75,53087700,94.556205,Low
2016-01-15,96.199997,97.709999,95.360001,97.129997,0.930000000000007,79010000,95.015969,High
2016-01-14,97.959999,100.480003,95.739998,99.519997,1.55999800000001,63170100,97.35395,High
2016-01-13,100.32,101.190002,97.300003,97.389999,-2.93000099999999,62439600,95.270312,Low
2016-01-12,100.550003,100.690002,98.839996,99.959999,-0.590004000000008,49154200,97.784376,Low
2016-01-11,98.970001,99.059998,97.339996,98.529999,-0.440001999999993,49739400,96.3855,Low
2016-01-08,98.550003,99.110001,96.760002,96.959999,-1.59000400000001,70798000,94.849671,Low
2016-01-07,98.68,100.129997,96.43,96.449997,-2.23000300000001,81094400,94.350769,Low
2016-01-06,100.559998,102.370003,99.870003,100.699997,0.139999000000003,68457400,98.508268,High
2016-01-05,105.75,105.849998,102.410004,102.709999,-3.040001,55791000,100.474523,Low
2016-01-04,102.610001,105.370003,102,105.349998,2.739997,67649400,103.057063,High
